regime,file,generation,epistasis_class,column,slope,intercept,r,r2,p_value,n_points
mig0,sim_mig0_rep0029.tsv,7,DE,DE_2,3.1225452357395147,28.082168996339796,0.5132980146971889,0.2634748518920756,0.02063010390951544,20
mig0,sim_mig0_rep0029.tsv,7,DI,DI_1,0.9071655739405339,39.69234005426067,0.17683755177162233,0.03127151971658121,0.4557712921212368,20
mig0,sim_mig0_rep0029.tsv,7,DI,DI_2,0.7032044286298605,27.88315490119775,0.092731172576561,0.008599070367423937,0.6973920287089608,20
mig0,sim_mig0_rep0029.tsv,7,DRE,DRE_1,1.0697103481825878,54.737936199690154,0.21946295506919727,0.0481639886477045,0.3525388988000594,20
mig0,sim_mig0_rep0029.tsv,7,DRE,DRE_2,1.041479274917503,55.24115886632646,0.16220951792038554,0.02631192770396388,0.4944423892451151,20
mig0,sim_mig0_rep0029.tsv,7,DDE,DDE_1,0.019301918355451753,39.17606267767842,0.0036409101946969797,1.3256227045848398e-05,0.9878453585402482,20
mig0,sim_mig0_rep0029.tsv,7,DDE,DDE_2,0.6372980951559128,52.34340230482558,0.1511379706272935,0.022842686165336634,0.5247383190119168,20
mig0,sim_mig0_rep0029.tsv,7,PO,PO_1,4.304522345448718,36.0678383655538,0.5669802689055531,0.3214666253282133,0.009136819153624595,20
mig0,sim_mig0_rep0029.tsv,7,PO,PO_2,4.068172590534512,50.02116810903252,0.5640712282981768,0.3181763505938139,0.009581769449149935,20
mig0,sim_mig0_rep0029.tsv,7,NE,NE_1,-7.612032626172923,98.14158593624497,-0.7296751156025394,0.5324257743295793,0.00026081188031172196,20
mig0,sim_mig0_rep0029.tsv,7,NE,NE_2,0.13897093767069554,36.24636010655747,0.01764153468567494,0.000311223746065872,0.941153105011731,20
mig0,sim_mig0_rep0029.tsv,8,RE,RE_1,0.8496687368713512,60.38272717449658,0.20294192358843283,0.041185424349773306,0.3908226435618053,20
mig0,sim_mig0_rep0029.tsv,8,RE,RE_2,2.0815518187085136,46.58530070495757,0.4625011551248502,0.21390731849182074,0.040043670821137654,20
mig0,sim_mig0_rep0029.tsv,8,DE,DE_1,1.070072024478943,60.89022070860113,0.18627022818620803,0.03469659790854201,0.4316879068765208,20
mig0,sim_mig0_rep0029.tsv,8,DE,DE_2,0.11639460904563956,54.30612458672625,0.02180490444228861,0.0004754538577373375,0.9272971737087017,20
